# z: 3 h: 0.358 N: 10000000 
# 1:L 2:PJ!=0 
2 0.0901318
3 0.0117133
4 0.00128202
5 0.000125023
6 1.10386e-05
7 9.32189e-07
8 7.37314e-08
9 5.7551e-09
10 4.20315e-10
11 4.90751e-11
12 2.47861e-12
13 3.57273e-13
14 1.54613e-14
