# z: 3 h: 0.358 N: 10000000 
# 1:L 2:PJ!=0 
2 0.0897547
3 0.0117281
4 0.00127887
5 0.00012549
6 1.12616e-05
7 9.64602e-07
8 7.72114e-08
9 6.51975e-09
10 5.23109e-10
11 4.43199e-11
12 4.17925e-12
13 -9.46103e-16
14 3.06762e-15
