# z: 3 h: 0.358 N: 10000000 
# 1:L 2:PJ!=0 
2 0.090335
3 0.011838
4 0.00128911
5 0.000128243
6 1.13986e-05
7 9.89532e-07
8 8.45354e-08
9 6.98175e-09
10 5.26875e-10
11 5.08067e-11
12 6.10542e-12
13 5.30841e-13
14 8.21954e-14
