# z: 3 h: 0.358 N: 10000000 
# 1:L 2:PJ!=0 
2 0.0899217
3 0.011756
4 0.00127416
5 0.000123009
6 1.124e-05
7 9.51422e-07
8 7.84742e-08
9 6.83754e-09
10 5.42492e-10
11 4.98674e-11
12 6.26396e-12
13 3.34105e-13
14 8.01615e-14
