# z: 3 h: 0.358 N: 10000000 
# 1:L 2:PJ!=0 
2 0.0896879
3 0.0117139
4 0.00127832
5 0.000123388
6 1.11228e-05
7 9.50859e-07
8 7.52216e-08
9 5.67955e-09
10 3.56601e-10
11 3.02495e-11
12 -9.80238e-15
13 2.64786e-14
14 -1.67817e-14
