# z: 3 h: 0.358 N: 10000000 
# 1:L 2:PJ!=0 
2 0.0904415
3 0.0118346
4 0.00129702
5 0.000126248
6 1.13779e-05
7 9.3737e-07
8 7.50933e-08
9 5.32936e-09
10 4.17104e-10
11 2.15157e-11
12 1.66455e-12
13 1.61336e-14
14 -7.38507e-15
