# z: 3 h: 0.358 N: 10000000 
# 1:L 2:PJ!=0 
2 0.0898283
3 0.0117106
4 0.00125592
5 0.000122854
6 1.10062e-05
7 8.92882e-07
8 7.6661e-08
9 6.77933e-09
10 4.37985e-10
11 2.6519e-11
12 2.40603e-12
13 1.52144e-13
14 2.02749e-14
