# z: 3 h: 0.358 N: 10000000 
# 1:L 2:PJ!=0 
2 0.0899852
3 0.0116637
4 0.00126791
5 0.000122273
6 1.09687e-05
7 9.32357e-07
8 7.5768e-08
9 6.24359e-09
10 4.43641e-10
11 3.76076e-11
12 3.29627e-13
13 -1.70741e-14
14 2.49401e-14
