# z: 3 h: 0.358 N: 10000000 
# 1:L 2:PJ!=0 
2 0.0899808
3 0.0116678
4 0.00127702
5 0.000122975
6 1.12165e-05
7 9.5897e-07
8 7.46845e-08
9 6.9091e-09
10 4.3396e-10
11 5.33786e-11
12 1.99986e-12
13 8.87023e-14
14 3.03034e-14
