# z: 3 h: 0.358 N: 10000000 
# 1:L 2:PJ!=0 
2 0.0902077
3 0.0117233
4 0.00127438
5 0.000125136
6 1.10958e-05
7 9.4695e-07
8 7.516e-08
9 5.33793e-09
10 4.286e-10
11 1.59325e-11
12 -6.01344e-13
13 -2.48207e-13
14 1.97232e-15
