# z: 3 h: 0.358 N: 10000000 
# 1:L 2:PJ!=0 
2 0.0894914
3 0.0115988
4 0.0012553
5 0.000122276
6 1.09963e-05
7 9.52302e-07
8 7.45353e-08
9 5.83182e-09
10 5.01428e-10
11 3.04112e-11
12 2.90413e-12
13 3.61659e-13
14 4.42567e-15
