# z: 3 h: 0.358 N: 10000000 
# 1:L 2:PJ!=0 
2 0.0902492
3 0.0117524
4 0.00128117
5 0.000124811
6 1.13381e-05
7 9.73517e-07
8 8.40392e-08
9 5.99578e-09
10 4.86885e-10
11 2.73059e-11
12 1.83369e-12
13 2.14626e-13
14 5.13257e-14
