# z: 3 h: 0.358 N: 10000000 
# 1:L 2:PJ!=0 
2 0.0901373
3 0.011736
4 0.00128341
5 0.00012428
6 1.12716e-05
7 9.27796e-07
8 7.48738e-08
9 6.48536e-09
10 5.16527e-10
11 4.26918e-11
12 2.25725e-12
13 3.61387e-13
14 3.23156e-14
